Iteration,MMD,refined MMD
1,0.07993908,0.04938487
2,0.05480244,0.013285935
3,0.09212119,0.025998443
4,0.09391122,0.0336361
5,0.0650105,0.02197922
6,0.025910787,0.011689767
7,0.052894242,0.030053586
8,0.058717802,0.02140557
9,0.034030393,0.0142335
10,0.068930954,0.030504957
